Y4,P1,P2,P3,P4,S1,S2,S3,S4,S5,S6,S7,Z1,Z2,Z3
0.0,0.0,6.209083333329,6.1387500000038,0.516722222223,0.0,20656.433467308,1.1832499999998,6.7,7.65782667284875,7.019263490248751,74.9764445618875,8.525,43.0,111.2
0.0,0.0,5.275638888885,6.805500000004,0.516722222223,0.0,30624.710253908,1.1165833333331,6.5,8.13854476897,7.164872560284286,77.11950807072857,8.125,44.0,109.0
0.0,11480.666666666666,1.0001851851833334,7.968518518503333,0.0,0.0,3273.5900456165,0.2774074074073333,3.5,40.4364552737,7.20961281709,29.7596795728,11.0,28.666666666666668,116.66666666666669
0.0,13912.8,2.522444444444,9.946277777782,0.0,2.6,4831.94215853575,1.5485555555544,4.75,20.277047019683334,11.42979045482,44.775331465166666,9.3,33.2,107.6
0.0,15954.8,3.803694444444,14.057333333330002,0.0,187.9,8016.053997300999,2.3108611111119,6.2,13.417076027917,15.585605394822,49.79536115774,6.675,44.8,98.2
0.0,14991.9,3.605749999999,14.6132222222,0.0,186.6,7044.775114710001,2.6658888888907,6.0,14.8923989243926,16.387685501295003,46.91537049659,6.75,51.2,105.2
1.0,15960.5,4.2724722222211,14.26388888887,0.0,186.6,7031.142219374,2.5845833333347,5.8,14.6869319124186,16.972635285045,47.54556456391,5.975,51.0,98.8
0.0,15551.1,4.0724444444441,14.57205555554,0.0,186.6,6911.184592976,2.4011388888899,5.5,15.6847138166186,16.449888881985,47.78680623,6.175,53.0,102.4
0.0,11357.2,2.7668888888901,12.481388888886,0.0,4401.9,108205.789817807,1.0029166666672,3.6,13.376559551071669,11.181699491476666,49.155606585633336,6.1,57.0,105.8
0.0,9644.8,0.166694444444,10.384416666672,0.0,5024.6,88946.905070268,0.3923611111114,3.4,19.2928915441485,16.556469938195,38.771874986245,7.275,45.4,103.6
0.0,12681.7,0.954444444444,10.306333333349,0.0,4570.0,85362.908447655,1.0896944444454,4.4,14.3834019436734,13.925743929126,54.763608702878,7.325,46.8,105.4
0.0,12637.9,3.588416666663,10.068388888886,0.0,1640.9,42036.415930017,1.6706666666674,5.2,12.409889473794625,13.5351643160325,52.21414307812375,6.975,49.8,105.6
0.0,12778.9,4.155277777774001,14.364388888887,0.200083333333,8.1,3411.79539794,1.478944444445,5.2,9.21322406461875,11.82688837933125,53.288849239475,6.9,52.6,107.8
0.0,11040.0,4.888638888885,14.620888888887,0.200083333333,8.1,2733.601485266,1.047888888889,4.9,9.279351601868573,10.98212050655,47.69979521334285,6.675,50.6,104.0
1.0,11875.2,4.760638888889,13.470527777774,0.0,383.2,8575.029735382,0.4997777777786,4.9,9.90538858598,8.171157708078333,43.34461216801666,7.175,52.0,109.4
0.0,12313.3,4.577444444445,14.433805555544,0.0671111111110999,383.2,8726.686902023,0.5830833333342,4.9,8.740539332925715,7.518306664085714,44.46067505127143,7.275,52.6,110.8
0.0,11557.7,4.829055555556,14.729444444444,0.0671111111110999,404.9,3003.3196795069,0.7840833333343,4.6,15.05803960366143,11.23751751929,48.33309988965714,6.5,50.6,102.6
0.0,13713.5,4.366861111111,14.160111111110998,0.316694444445,1904.1,45082.336912647,1.2984722222222,5.4,17.116854672232222,12.427842251615555,50.37847360173333,6.95,48.6,104.2
2.0,15649.5,3.6128888888888,15.52649999999,0.317472222223,0.0,3543.512362939,1.6228611111119,5.7,13.086004454266998,9.17879413623,46.1602332481584,5.55,58.0,102.4
0.0,13791.2,2.9004444444437,14.070888888887998,0.1875277777777,108.1,3367.4805524800004,1.6660277777781,4.9,11.618340898702222,8.535677714951111,48.08850586232222,5.925,58.8,106.2
0.0,14272.4,2.5537222222207,13.921027777768,0.1875277777777,574.0,10672.790639978,2.1991944444447,5.1,17.38668902002444,10.94243617329,49.74231202481111,6.025,58.6,106.8
1.0,12617.7,3.387749999999,10.358499999991,0.1875277777777,1171.2,20517.474392762,1.316027777777,5.3,18.427081257964,11.44615692713,52.25701112110001,7.125,47.8,104.8
0.0,12916.8,4.163916666666,11.546972222215,0.133111111111,1168.7,20853.50345365,1.7319722222208995,5.8,18.173132831721663,13.822124016025,57.4438639908,6.7,50.6,104.2
0.0,12180.1,3.035527777777,17.80127777779,0.0,54.1,3287.838679787,1.4987499999986,4.7,10.98590900993125,11.30018831871625,50.2385244937875,6.45,57.4,109.0
0.0,18740.1,0.101,8.760138888894,0.0,2194.1,387496.128268233,0.5166388888886,1.6,17.8287233837375,11.1505567612675,45.9548628035,7.45,43.6,103.2
0.0,18493.8,0.4667222222219999,4.740833333331,0.0,3353.0,451098.830530175,0.6660833333330001,2.7,10.2900145936335,9.9105546440525,52.02038024705,8.25,20.0,86.0
0.0,15821.9,1.033833333333,11.724527777770998,0.150194444444,1703.1,406689.7561127209,1.9175833333338,4.2,10.142222499633,12.38907328306375,52.0863721846375,7.4,39.4,98.6
0.0,13189.3,3.2339166666670005,12.30094444444,0.150194444444,95.4,3238.227350688,2.184722222223,5.1,12.593454118783,12.216036173825,47.65435918098,6.4,54.6,105.8
1.0,11847.6,2.45788888889,16.518555555563,0.0,20.0,2869.185586783,1.2866666666659998,4.9,11.17579580610475,11.206978329096875,49.65769372624875,6.65,49.8,103.0
0.0,11377.5,2.024777777779,16.918305555567,0.0,29.6,3125.281559736,1.5363888888892,4.6,10.86033119311,9.356084003926666,60.5155660151,6.825,50.6,105.2
0.0,11656.0,2.158277777778,15.527500000017,0.0,9.6,3684.188727203,1.8938888888887,5.1,9.144177629301,9.049187807890998,63.341896711827,7.775,43.0,105.2
0.0,10356.9,2.600472222221,15.943777777797,0.0,136.8,4922.2850273,1.5573333333328,4.4,11.986669727408888,8.423697445218888,51.783485618818894,7.775,37.0,99.2
0.0,9919.8,2.417166666665,15.824750000016,0.0,948.7,16195.092166829902,1.3074722222217,4.2,15.62451894136125,12.53619681025,47.99430250315875,7.55,40.0,100.4
1.0,9962.7,2.4669722222213,15.898222222233,0.0,915.6,14683.957982443602,1.0002500000001,3.7,15.112245882011663,13.260689557885,45.70187872773334,6.575,49.0,101.6
1.0,9651.4,2.1462222222223,16.194388888893,0.0,915.6,14527.472980737602,0.6335277777781,3.5,16.621386826425,17.390810824932498,50.213443458475,7.275,43.2,101.4
0.0,10276.8,1.9298888888893,15.574083333332998,0.0,1931.0,25807.6969559386,0.550166666667,3.4,15.830099685033332,20.7885475,48.6506914668,7.175,44.8,102.2
0.0,10297.0,2.0967222222223,17.377277777787,0.0,1119.1,14197.6747214157,0.5395000000004,3.2,9.9896583359,13.983627784726666,60.81172039610001,7.625,42.4,103.4
0.0,11805.2,2.4168055555553,15.889527777777,0.0,112.0,3831.819005424,1.174833333334,4.2,9.1222407200025,9.474240922935,44.8792279845625,7.775,42.6,104.8
0.0,10635.5,1.516722222222,16.0863611111,0.0,70.6,2506.7008104634,0.8656111111114001,3.5,9.059888333964,7.876873223507999,54.37951748862,7.85,46.6,109.4
1.0,9468.3,0.683333333334,16.002999999990003,0.0,2392.0,50613.5849752604,0.5906666666665,2.6,13.7287067365075,11.80614675065,46.46125226145,7.325,49.8,108.4
2.0,10876.5,0.0,13.401277777769,0.283305555556,4249.3,75302.363149604,0.476722222223,2.5,10.038590189765,12.79592181231,46.85134735555,7.85,48.4,111.2
0.0,12835.8,0.0,10.311638888879,0.4639444444449999,3588.4,76132.655471428,1.326805555556,2.5,8.24038744736,12.059680319406668,43.478782758166666,7.8,44.0,106.4
2.0,13498.3,0.0,3.864083333338,0.4639444444449999,4833.0,90600.239788371,1.660194444445,2.2,9.14447655452,12.26922282913,45.353213047625,6.75,41.4,95.4
2.0,11548.7,0.0,8.502611111109001,0.0,7143.7,128628.797112233,0.333388888889,1.3,11.856743876,12.8978503583,50.976503916,6.225,46.6,96.4
2.0,13973.6,3.352750000004,10.372527777776,0.0,2327.9,41685.870364484,1.0661388888899,4.3,26.70158387541,22.567849371446663,46.05522149066667,5.575,53.2,97.8
2.0,15321.5,3.352750000004,10.066555555552,0.0,2468.7,42638.037716226,1.2661388888899,4.6,26.45719094082286,20.629585175525712,44.87471365867143,5.5,55.4,99.4
2.0,15567.1,5.6593055555600005,9.783583333337,0.0,162.8,5172.694828715999,1.5493611111124,6.2,24.931390661309,19.061763374719,41.69450530647,5.575,46.0,90.6
2.0,14579.3,5.791972222226,11.227194444445,0.0,162.8,5447.024142281,1.5158888888894,6.1,26.220796202667,19.146282028141,41.16938520333,5.55,45.6,90.0
2.0,13596.0,5.906388888884,11.672888888889,0.0,0.0,4446.23756643,1.5720000000003,5.9,23.17771694681429,19.72360061366143,50.14950740892857,6.15,44.4,93.6
2.0,14423.4,3.856333333328,10.415305555556,0.0,3831.1,214236.209234223,0.9055555555561,5.2,22.34046634185,25.655339230005,57.352279439975,6.5,43.6,95.6
4.0,14230.1,4.20094444444,10.621861111106,0.0,3831.1,213877.471844951,0.8392777777781001,4.8,24.585808878136664,19.798954456636668,51.6206933986,6.95,41.0,96.6
0.0,14109.5,5.683388888892,13.72538888888,0.0,203.3,8866.195473452,1.0557222222221,6.3,16.493472679697998,14.134043789692,42.09132358634,6.875,50.2,105.2
2.0,13727.3,6.039333333335899,12.459055555564,0.0,1419.1,27509.982185813,0.9495555555558,6.7,14.647724548461667,13.589364809243332,49.6244302329,6.925,51.0,106.4
2.0,14039.9,5.6324444444439,12.08777777779,0.05,1669.9,32053.529121859,0.6665277777784,6.7,19.826260599473333,16.602941649905002,43.8183495761,7.0,47.0,103.0
2.0,13990.0,5.396722222222,10.198944444431,0.05,1303.8,12320.172479937,1.1168611111113,6.3,23.131016642895,14.195774263435,59.066095781133335,7.375,46.4,105.4
4.0,12406.4,4.5703055555550005,14.097944444442998,0.0,941.0,3451.77126527,1.3830555555551,5.3,27.031386997967143,16.85767489654714,56.133185771957145,7.05,47.0,103.4
2.0,13008.7,3.83675,14.96030555555,0.0,1165.9,9436.2900715,0.9172222222211,4.7,26.796679582042856,16.95191386255143,41.23802491904286,6.45,48.2,99.8
2.0,13283.9,3.2670000000000003,12.93441666667,0.0,224.9,9764.326519665,1.934027777778,4.9,22.27509756203375,19.207359488025,53.0886030618125,6.475,44.0,95.8
2.0,10223.2,3.6003611111110003,14.350916666680002,0.0,0.4,3086.922364611,1.632805555555,4.1,23.277350309367144,17.77553429479143,52.85737024181429,7.325,46.4,105.0
2.0,9332.3,0.683416666667,16.602749999996,0.0,1657.4,40959.9676597542,0.6161111111121,2.7,22.8275509612875,19.8288962799075,58.8672613626,8.125,46.6,111.6
2.0,10111.9,0.350027777778,13.8766388888867,0.0,2398.0,51546.0590474882,0.4327777777784,2.5,24.20510366268333,22.58138551606667,46.78730086443333,8.45,49.2,116.8
0.0,8013.1,0.0833611111110999,6.6005555555597,0.0,3818.3,63874.0208136496,0.2101666666666999,1.9,2.68986654611,4.90596745027,75.79703183125,9.125,57.8,130.8
0.0,12411.0,1.172722222222,12.603999999998,0.666944444444,31.0,2749.88480783,0.4173888888889999,3.5,25.197349994760003,6.17882161501,74.9081525941,10.4,28.0,111.2
0.0,13370.6,3.026305555556,17.59344444444,0.2502500000003,207.7,3652.318446491,0.6782499999998,4.5,6.1789565834732505,4.761716087977501,52.511814876575,7.65,34.6,95.8
0.0,14118.0,2.569111111111,14.28958333332,0.1833611111107,1070.6,15172.389034278,0.5228333333327,5.0,7.683583004498,5.446077952572,40.59396521542,7.3,35.2,93.6
1.0,14990.8,1.800583333334,15.53388888887,0.4666944444436,771.6,12051.044802883,0.744972222222,5.0,6.98179354007,6.25908999834,51.23677525153334,7.275,38.8,97.0
0.0,13814.5,2.175944444444,18.30749999999,0.6672777777765999,0.0,3572.790709244,0.989,4.9,9.201771955993166,3.8130014851825,47.7673168616,6.7,39.0,92.6
0.0,10830.166666666666,1.1943518518513334,14.593981481483333,0.3337037037033333,0.0,2497.376500832,0.549583333333,3.2,4.062230627734,5.967905153709999,42.079694574,8.208333333333334,33.0,98.66666666666669
0.0,11235.7,1.8825833333338,15.59058333333,0.2002222222219999,0.0,2269.7438671685554,0.5461388888887,3.333333333333333,3.4247303766404,4.300743092226,43.34099419744,5.95,41.0,88.6
0.0,11862.9,1.2521666666666,12.117861111104,0.316638888889,0.0,2636.565627321667,0.7844722222230001,2.888888888888889,7.89285742079025,3.1179031208175,58.146652972275,6.025,47.0,95.2
0.0,11133.0,1.6689166666664002,15.367361111104,0.0,0.0,2854.6547782608,0.7501944444448,3.0,4.3840654377644,5.44420006918,40.16353365388,6.9,40.4,95.6
0.0,11723.2,2.733361111111,16.156944444432,0.0,2243.4,51961.443794412,0.5182500000001999,3.9,1.3823450380949875,5.15069777955,52.67040661457499,5.525,43.6,87.8
2.0,7994.25,0.37513888889,3.31069444445,0.7684722222225,961.25,2909.8234249300003,0.2418055555555,3.333333333333333,4.43045376221,3.10166570936,59.8449167145,10.4375,24.5,108.0
2.0,11511.7,1.155444444445,10.304277777782,1.4920277777778002,36.1,4408.938685759,0.3592500000001,4.6,13.97430305864875,2.829253864295,59.749993586875,8.05,38.6,103.0
4.0,11328.0,1.032916666667,13.270555555555,1.318138888889,36.1,4533.595879015,0.2884444444444,4.5,14.472873382469,2.906704092688,42.93065115862,7.875,41.2,104.2
2.0,11345.6,1.824361111111,14.53011111111,1.6824999999997998,172.3,7603.675733697001,0.595527777778,5.2,11.028355870196874,4.56720733842125,41.6794003871875,7.45,41.0,100.6
2.0,13070.2,2.27661111111,10.926666666669998,0.7302777777777,1365.8,219021.68146812305,0.9225833333332,4.8,2.036228823856115,3.985305059805,42.78282943021666,7.475,45.6,105.4
1.0,15516.9,0.199916666667,0.0,1.267750000001,4771.1,478788.788160728,0.143638888889,4.5,0.953769096886,0.696190292013,55.7068265326,7.825,35.4,98.0
1.0,17644.6,0.199916666667,0.0,1.89163888889,3899.8,701099.974898068,0.2935555555557,5.8,3.9733085637286663,1.2331763967243334,54.85932429586666,7.725,34.0,95.8
5.0,11573.6,0.826138888889,13.483027777787,0.522972222222,3646.6,201034.853205475,0.2296666666667,3.4,6.996801118685,4.6780669187,66.0580278189,6.625,49.0,102.0
0.0,15972.285714285714,3.3656746031757145,8.6676984127,0.9696428571428573,1384.7142857142858,16391.211778435,1.4047222222214286,7.5,7.671817121475667,4.679880456833334,72.95019814021667,9.285714285714286,31.714285714285715,106.0
0.0,15157.2,3.939194444445,10.88458333334,2.084277777777,852.0,14502.777166721,1.4666388888886002,7.5,8.25384282124287,5.00987151279625,68.7765706440625,7.7,38.4,100.0
0.0,17114.4,3.889777777778,11.56800000001,2.300944444444,868.9,14871.312706001,1.3834166666664,7.9,9.331147469938424,5.553909995170001,72.50795561687143,7.325,37.6,96.2
